CV_ID,years_experience,highest_degree,skills,Job_Role,has_portfolio,raw_text,label
cv0155,12,Bachelors,"BERT, Data Visualization, Docker Compose, Machine Learning, NumPy, PyTorch, Python, SQL, Scikit-learn, Time Series, Transformer Models, XGBoost",ML Engineer,TRUE,"Experienced ML engineer with strong background in model development, deployment, and monitoring.",1
cv0156,1,Bachelors,"Azure, Power BI, Streamlit, CI/CD",Receptionist,TRUE,Office assistant with administrative experience and basic computer skills.,0
cv0157,8,Bachelors,"BERT, PyTorch, HuggingFace, Power BI",Content Writer,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv0158,3,Bachelors,"Statistics, CI/CD, Python, Transformer Models, Computer Vision, GPT",Office Assistant,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv0159,5,Masters,"Classification, Data Engineering, NLP, AWS, Pandas",Office Assistant,FALSE,Recent graduate with coursework in statistics and interest in learning Python.,0
cv0160,10,Masters,"EDA, Feature Engineering, GPT, Kubernetes, Machine Learning, NumPy, Pandas, Tableau, TensorFlow, Transformer Models",Senior Data Scientist,FALSE,"NLP specialist skilled in text preprocessing, fine-tuning transformer models, and evaluation.",1
cv0161,5,PhD,"Computer Vision, Docker Compose, FastAPI, Feature Engineering, JSON, Machine Learning, Pandas, Python, Statistics, TensorFlow, XGBoost",Research Scientist,FALSE,"Engineer skilled in time-series forecasting, anomaly detection, and feature engineering.",1
cv0162,4,Masters,"Git, REST APIs, AWS, Computer Vision",Administrative Assistant,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv0163,9,Masters,"BERT, Deep Learning, Docker Compose, NLP, NumPy, PyTorch Lightning, Python, Signal Processing, Statistics, XGBoost",ML Engineer,TRUE,"Experienced ML engineer with strong background in model development, deployment, and monitoring.",1
cv0164,5,Bachelors,"Classification, Docker, LightGBM, Machine Learning, Pandas, PyTorch Lightning, REST APIs, Spark, Statistics",Research Scientist,FALSE,"ML engineer experienced in MLOps, Docker, Kubernetes, and continuous deployment of models.",1
cv0165,1,Bachelors,"Transformer Models, Seaborn",Receptionist,FALSE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv0166,10,Bachelors,"Tableau, Pandas",Administrative Assistant,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv0167,1,Bachelors,"PyTorch, BERT, Linux",Data Entry Operator,FALSE,Office assistant with administrative experience and basic computer skills.,0
cv0168,4,Masters,"Signal Processing, Linux, Pandas, Time Series, Scikit-learn, Flask",Content Writer,FALSE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv0169,8,PhD,"Azure, Computer Vision, Deep Learning, Docker Compose, FastAPI, Kubernetes, Machine Learning, Pandas, Power BI, Python, Reinforcement Learning, Seaborn, Statistics, Streamlit",Applied ML Engineer,TRUE,"NLP specialist skilled in text preprocessing, fine-tuning transformer models, and evaluation.",1
cv0170,15,Masters,"Clustering, Kubernetes, Machine Learning, Model Deployment, NumPy, Python, REST APIs, TensorFlow",Applied ML Engineer,TRUE,"Experienced ML engineer with strong background in model development, deployment, and monitoring.",1
cv0171,2,Bachelors,"PyTorch Lightning, Tableau, SQLAlchemy, PyTorch",Telecaller,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv0172,3,Bachelors,"PyTorch Lightning, Reinforcement Learning, Deep Learning, TensorFlow, EDA, Data Visualization",Administrative Assistant,FALSE,Junior intern with exposure to data labeling and manual data tasks.,0
cv0173,2,Masters,"HuggingFace, Power BI, PyTorch Lightning",Receptionist,FALSE,Recent graduate with coursework in statistics and interest in learning Python.,0
cv0174,4,Masters,"Deep Learning, EDA, Flask, JSON, Model Deployment, NumPy, OpenCV, Python, Regression, Spark, Statistics, TensorFlow",Machine Learning Engineer,TRUE,"Computer vision engineer with experience in object detection, segmentation, and optimization.",1
cv0175,7,Bachelors,"OpenCV, Azure",Content Writer,FALSE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv0176,0,Masters,"Time Series, FastAPI, LightGBM",Content Writer,FALSE,Junior intern with exposure to data labeling and manual data tasks.,0
cv0177,3,Bachelors,"SQL, Streamlit, Power BI, OpenCV, Kubernetes",Data Entry Operator,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv0178,7,Masters,"FastAPI, Kubernetes, NumPy, Pandas, Python, SQL, Scikit-learn, Transformer Models",Research Scientist,TRUE,"Researcher focused on NLP and transformer-based models, with publications in top conferences.",1
cv0179,3,Bachelors,"Classification, Docker, Matplotlib",Telecaller,FALSE,Junior intern with exposure to data labeling and manual data tasks.,0
cv0180,1,Bachelors,"Deep Learning, HuggingFace, PyTorch Lightning",Junior Intern,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv0181,2,Masters,"Time Series, BERT",Marketing Intern,FALSE,Office assistant with administrative experience and basic computer skills.,0
cv0182,4,Bachelors,"REST APIs, Statistics",Marketing Intern,FALSE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv0183,2,Bachelors,"Clustering, Python, Reinforcement Learning, Computer Vision",Data Entry Operator,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv0184,8,PhD,"Hadoop, Computer Vision, Streamlit, SQL, Reinforcement Learning, JSON",Marketing Intern,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv0185,7,Masters,"Machine Learning, Python, Matplotlib, Feature Engineering, PyTorch, OpenCV",Office Assistant,FALSE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv0186,0,Bachelors,"PyTorch, Seaborn, Time Series",Telecaller,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv0187,10,PhD,"BERT, Classification, Computer Vision, Data Visualization, FastAPI, GPT, JSON, Machine Learning, Pandas, Signal Processing, Statistics, Streamlit, XGBoost",Data Scientist,FALSE,Applied ML engineer experienced in productionizing deep learning models on cloud platforms.,1
cv0188,1,Bachelors,"NumPy, Docker, Power BI, CI/CD",Content Writer,TRUE,Customer support representative with some Excel skills and interest in analytics.,0
cv0189,7,Bachelors,"FastAPI, Transformer Models, Docker Compose, Computer Vision, EDA",Sales Executive,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv0190,1,Masters,"EDA, TensorFlow, Machine Learning, NLP, Kubernetes, LightGBM",Customer Support,FALSE,Junior intern with exposure to data labeling and manual data tasks.,0
cv0191,10,Bachelors,"Linux, XGBoost, Tableau",Content Writer,FALSE,Recent graduate with coursework in statistics and interest in learning Python.,0
cv0192,5,Bachelors,"PyTorch, Tableau, Scikit-learn, Streamlit",Customer Support,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv0193,7,Bachelors,"OpenCV, Model Deployment, BERT, Linux, XGBoost, Clustering",Marketing Intern,FALSE,Office assistant with administrative experience and basic computer skills.,0
cv0194,0,Bachelors,"Statistics, JSON, GPT, Scikit-learn, Docker",Content Writer,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv0195,4,Bachelors,"LightGBM, Azure, Spark, AWS, Transformer Models",Office Assistant,FALSE,Junior intern with exposure to data labeling and manual data tasks.,0
cv0196,3,Masters,"LightGBM, Machine Learning",Office Assistant,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv0197,5,Bachelors,"Transformer Models, EDA, Azure, Streamlit",Marketing Intern,FALSE,Recent graduate with coursework in statistics and interest in learning Python.,0
cv0198,1,Bachelors,"GPT, Data Engineering",Telecaller,FALSE,Recent graduate with coursework in statistics and interest in learning Python.,0
cv0199,8,Masters,"JSON, PyTorch, Power BI",Content Writer,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv0200,9,Masters,"Clustering, Feature Engineering, Flask, GCP, HuggingFace, JSON, Machine Learning, NumPy, Pandas, Scikit-learn, Signal Processing, Statistics, Tableau, Time Series",ML Engineer,FALSE,"Data scientist proficient in end-to-end ML pipelines, experimentation, and stakeholder communication.",1
cv0201,5,Bachelors,"REST APIs, Model Deployment, HuggingFace, Deep Learning, Git",Receptionist,FALSE,Content creator interested in data science but lacks hands-on ML experience.,0
cv0202,0,Bachelors,"Deep Learning, Transformer Models, AWS, Streamlit, NumPy, Statistics",Receptionist,FALSE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv0203,0,Bachelors,"SQL, Python, AWS",Marketing Intern,FALSE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv0204,6,Bachelors,"CI/CD, Streamlit, PyTorch, OpenCV",Telecaller,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv0205,5,Masters,"BERT, CI/CD, FastAPI, Feature Engineering, JSON, Linux, NLP, Pandas, Power BI, Python, REST APIs, Regression, Statistics, Time Series",Computer Vision Engineer,FALSE,"NLP specialist skilled in text preprocessing, fine-tuning transformer models, and evaluation.",1
cv0206,0,Bachelors,"TensorFlow, Feature Engineering, SQLAlchemy",Data Entry Operator,FALSE,Recent graduate with coursework in statistics and interest in learning Python.,0
cv0207,6,PhD,"Computer Vision, Kubernetes, Linux, NumPy, Pandas, Power BI, PyTorch, REST APIs, Regression, Statistics, TensorFlow, Transformer Models",Data Scientist,FALSE,"Data scientist with 4+ years in predictive modeling, feature engineering, and A/B testing.",1
cv0208,3,Masters,"SQLAlchemy, GPT, Seaborn",Marketing Intern,FALSE,Office assistant with administrative experience and basic computer skills.,0
cv0209,1,Masters,"Reinforcement Learning, CI/CD, Computer Vision",Data Entry Operator,TRUE,Recent graduate with coursework in statistics and interest in learning Python.,0
cv0210,6,Bachelors,"BERT, Time Series, TensorFlow, Docker Compose, HuggingFace",Content Writer,FALSE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv0211,3,PhD,"Model Deployment, GCP, GPT, Matplotlib, Regression",Administrative Assistant,FALSE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv0212,3,Masters,"HuggingFace, LightGBM, Linux, Machine Learning, Pandas, Python, SQL, Seaborn, Speech Recognition, Streamlit, Tableau",Applied ML Engineer,TRUE,"Researcher focused on NLP and transformer-based models, with publications in top conferences.",1
cv0213,15,Masters,"Azure, BERT, CI/CD, Classification, Data Visualization, Docker Compose, FastAPI, NumPy, OpenCV, Power BI, PyTorch, Python, Spark, Statistics, Transformer Models",NLP Engineer,FALSE,"Data scientist proficient in end-to-end ML pipelines, experimentation, and stakeholder communication.",1
cv0214,2,Bachelors,"Hadoop, TensorFlow, Linux, Data Visualization, Matplotlib, AWS",Sales Executive,FALSE,Business analyst with reporting experience but limited machine learning exposure.,0
cv0215,1,Bachelors,"Tableau, SQLAlchemy, Feature Engineering, Pandas",Receptionist,FALSE,Customer support representative with some Excel skills and interest in analytics.,0
cv0216,1,Bachelors,"FastAPI, XGBoost, Tableau, Feature Engineering",Junior Intern,FALSE,Entry-level candidate familiar with MS Excel and basic data entry tasks.,0
cv0217,1,Bachelors,"PyTorch, Classification, Data Visualization",Receptionist,TRUE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv0218,6,Masters,"Docker, Docker Compose, JSON, Machine Learning, NLP, OpenCV, Pandas, PyTorch Lightning, REST APIs, Statistics, Streamlit, XGBoost",Data Scientist,FALSE,"Data scientist with 4+ years in predictive modeling, feature engineering, and A/B testing.",1
cv0219,0,Bachelors,"Spark, XGBoost, GCP",Office Assistant,FALSE,Recent graduate with coursework in statistics and interest in learning Python.,0
cv0220,8,Bachelors,"Transformer Models, NLP, GCP, PyTorch Lightning",Junior Intern,FALSE,"Sales professional with strong communication skills, looking to transition to analytics.",0
cv0221,5,Masters,"AWS, BERT, Docker Compose, EDA, Feature Engineering, JSON, NumPy, Pandas, SQLAlchemy, Statistics",Computer Vision Engineer,TRUE,Research scientist with strong statistical background and experience publishing reproducible research.,1
cv0222,4,Bachelors,"Data Visualization, Feature Engineering, Time Series, PyTorch Lightning",Junior Intern,TRUE,Recent graduate with coursework in statistics and interest in learning Python.,0
cv0223,2,PhD,"JSON, Flask, Deep Learning, Model Deployment",Administrative Assistant,FALSE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv0224,0,Bachelors,"JSON, Feature Engineering, NumPy, Linux",Junior Intern,FALSE,Recent graduate with coursework in statistics and interest in learning Python.,0
cv0225,8,Bachelors,"Computer Vision, Docker Compose, Feature Engineering, GCP, Hadoop, HuggingFace, Machine Learning, Matplotlib, NLP, NumPy, Pandas, Statistics, TensorFlow",Computer Vision Engineer,FALSE,Research scientist with strong statistical background and experience publishing reproducible research.,1
cv0226,10,Masters,"Reinforcement Learning, REST APIs",Content Writer,TRUE,"Marketing intern with experience in social media and campaign analytics, limited coding.",0
cv0227,5,Bachelors,"Python, Data Engineering, Signal Processing",Sales Executive,FALSE,"Receptionist experienced in communication and scheduling, no ML projects.",0
cv0228,1,Bachelors,"REST APIs, EDA, Docker Compose, Kubernetes",Junior Intern,FALSE,Junior intern with exposure to data labeling and manual data tasks.,0
